tweetid,content,label,target,text
1185143079323357184,bro nosey ass bitches,0,0,bro nosey ass bitches
1251820777273389058,now she ’ being a fucking nazi terrorist and i ’ m a republican communist or something,1,0,now she being a fucking nazi terrorist and i m a republican communist or something
1242255033640595466,who still argue in <number> that ’ ghetto 🙄 😒,1,2,who still argue in <number> that ghetto
1187232014698778624,<user> yeah and u locked up innocent blacks,0,0,<user> yeah and u locked up innocent blacks
1179085263143915520,<user> i fucking hate you my journey home just cost me <money> just because of a bit of rain sort your selfs out you lazy bunch fucktards,0,0,<user> i fucking hate you my journey home just cost me <money> just because of a bit of rain sort your selfs out you lazy bunch fucktards
1160429099321561090,<user> swear that almost <number> of school shooters are white americans but yeah no watch out for them scary muslims they might getcha,1,0,<user> swear that almost <number> of school shooters are white americans but yeah no watch out for them scary muslims they might getcha
1178546741160792064,if do not fuck with indie or house music idk your a faggot,1,0,if do not fuck with indie or house music idk your a faggot
1179056879101779970,so heartless bitch i hate you i can not believe you did me,1,0,so heartless bitch i hate you i can not believe you did me
1265324632602787843,i be so tight when my brother bring white bitches home like mcht,1,0,i be so tight when my brother bring white bitches home like mcht
1103227336550432771,take yo bitch ass back to the east,1,0,take yo bitch ass back to the east
1178042592501456897,<user> i am asian be thankful i did not add ching chong at the end of my sentence,0,1,<user> i am asian be thankful i did not add ching chong at the end of my sentence
1178421242149425153,<user> <user> <user> <user> <user> i do not hate you or religion nor was i hurt by it i just studied learned realized it bs the religious motivations of the mostly old white men in the ok government were fairly obvious also fetuses are not human beings with full rights,0,0,<user> i do not hate you or religion nor was i hurt by it i just studied learned realized it bs the religious motivations of the mostly old white men in the ok government were fairly obvious also fetuses are not human beings with full rights
1194397681067663360,adjusting for these niggas is ghetto let him adjust to you sis,1,2,adjusting for these niggas is ghetto let him adjust to you sis
1179081986079510531,<user> <user> <user> there is a big difference between illegal immigrants and refugee all illegal immigrants should be thrown out regardless of their religion but refugee should be taken care of period,0,0,<user> there is a big difference between illegal immigrants and refugee all illegal immigrants should be thrown out regardless of their religion but refugee should be taken care of period
1197361479021924352,<user> when it comes to the issue of women facing domestic violence i will beat them like a drum,2,0,<user> when it comes to the issue of women facing domestic violence i will beat them like a drum
1165033237149814789,that nigga ynw melly never getting released,0,0,that nigga ynw melly never getting released
1144594565720092672,okay but realistically speaking i am way better at dealing with heat than the cold arabs be like,0,0,okay but realistically speaking i am way better at dealing with heat than the cold arabs be like
1179063164672958465,tired of listening to cis het white girls shriek oh my gawd this is my song whenever jesse girl or stacy mom comes on allow me to introduce jesse mom girl a track by a woman about how jesse has a lesbian twin sister and she hot af,0,0,tired of listening to cis het white girls shriek oh my gawd this is my song whenever jesse girl or stacy mom comes on allow me to introduce jesse mom girl a track by a woman about how jesse has a lesbian twin sister and she hot af
1179093352744009728,<user> <user> <user> syg and castle doctrine laws are ways white people declare open season on blacks they are all about letting white bois and gurls get away with murder absolutely intentional,0,0,<user> syg and castle doctrine laws are ways white people declare open season on blacks they are all about letting white bois and gurls get away with murder absolutely intentional
1179105130509148160,a documentary about being queer in the world of cheerleading croatia <number>,0,0,a documentary about being queer in the world of cheerleading croatia <number>
1179043729472028672,<user> singapore hdb should be questioned if chinaman satanist lee hsien loong enquired about the purchase in <number> marsiling lane singapore in <number>,2,1,<user> singapore hdb should be questioned if chinaman satanist lee hsien loong enquired about the purchase in <number> marsiling lane singapore in <number>
1179052357939712004,<user> some of me mates play in that division and i must say they all look malnourished 😋,0,0,<user> some of me mates play in that division and i must say they all look malnourished
1179099393099735040,trump and the lawless republican party have turned this country into a shithole country with no justice no authority to enforce our laws any longer this potus and mcconnell senate are declaring that they are above our laws but the peasant citizens must obey the laws,0,0,trump and the lawless republican party have turned this country into a shithole country with no justice no authority to enforce our laws any longer this potus and mcconnell senate are declaring that they are above our laws but the peasant citizens must obey the laws
1179090343251329024,psa lgbt does not mean gay and lesbian the other two letters stand for things too 🤦 🏻 ‍ ♀️,0,0,psa lgbt does not mean gay and lesbian the other two letters stand for things too
1170717794146672641,<user> it not fanboys it a fact you fucking retard,1,0,<user> it not fanboys it a fact you fucking retard
1162545196997009409,i feel you fake being in a team org you are retarded,1,0,i feel you fake being in a team org you are retarded
1179039423524151296,can my blacks lead a stupid nigger,2,2,can my blacks lead a stupid nigger
1179062268073521152,<user> full blown jihadi like hussein obongo,0,0,<user> full blown jihadi like hussein obongo
1251138800207659009,blocked that nigga i do not need my morning ruined,0,2,blocked that nigga i do not need my morning ruined
1179073412578381827,<user> they all look like me,0,0,<user> they all look like me
1178733624486694917,if hopper is died you all niggers better count your fucking days <user>,0,0,if hopper is died you all niggers better count your fucking days <user>
1178969000153214976,i fucking hate you <number>,0,0,i fucking hate you <number>
1236366818044006400,<user> sur <number> <number> regrette women cheat with their ❤ ️ 🤷 🏽 ‍ ♀ ️,0,0,<user> sur <number> <number> regrette women cheat with their
1161799130970148865,<user> <user> do you mean voter manipulation and voter harassment teams,0,0,<user> do you mean voter manipulation and voter harassment teams
1179093757142208514,damn zidane do not trust the belgian slut no more,1,0,damn zidane do not trust the belgian slut no more
1211540756873273351,trans women are women and if you disagree fuckin unfollow me,0,0,trans women are women and if you disagree fuckin unfollow me
1178714891387097091,civil war long as i do not have to live in your new republic populated by racist hillbillies and illiterate white trash nascar fucks i will change my own oil,2,0,civil war long as i do not have to live in your new republic populated by racist hillbillies and illiterate white trash nascar fucks i will change my own oil
1124724953398632448,this nigga nipsey really dead smh,1,2,this nigga nipsey really dead smh
1178694761345101825,<user> leave me alone porch monkey lol,2,2,<user> leave me alone porch monkey lol
1117488989362098177,this nigger just saved the uk,2,2,this nigger just saved the uk
1241562889602904066,pretty and ghetto the type of bitch that won ’ t even say hello 👋,1,0,pretty and ghetto the type of bitch that won t even say hello
1172273675397206016,boy i am in colorado smokin california reefer hey the bitch so bad call her ticket cause i really wanna meet her,0,0,boy i am in colorado smokin california reefer hey the bitch so bad call her ticket cause i really wanna meet her
1231241038813126657,i post exactly how i talk in real life 🤣 country and ghetto,1,0,i post exactly how i talk in real life country and ghetto
1248136458675695616,sorry but it ’ best not to post y ’ all boos bc then y ’ all out here lookin like retards makeitanofacenocase,1,0,sorry but it best not to post y all boos bc then y all out here lookin like retards makeitanofacenocase
1272696444819050501,to all my asians y ’ all still saying the n word or are we gonna have to box,0,0,to all my asians y all still saying the n word or are we gonna have to box
1076194128709349376,the court system here is a fucking joke,1,0,the court system here is a fucking joke
1095011898762936320,<user> your plan you ain t gonna solve anything stupid negro so just go get a job love your master plan compared to mine,1,2,<user> your plan you ain t gonna solve anything stupid negro so just go get a job love your master plan compared to mine
1178338121391443968,almost four in <number> women in oklahoma have experienced physical violence by an intimate partner in their lifetime the national intimate partner and sexual violence survey,0,0,almost four in <number> women in oklahoma have experienced physical violence by an intimate partner in their lifetime the national intimate partner and sexual violence survey
1179049673635577862,<user> honestly as a comms person kill all comms people,2,0,<user> honestly as a comms person kill all comms people
1179099828531281920,<user> it so fucken funny you hating ass muzzie,2,0,<user> it so fucken funny you hating ass muzzie
1092791274841694213,carhart hats are the basic bitch winter accessory of <number>,0,0,carhart hats are the basic bitch winter accessory of <number>
1086658262899011585,<user> she a radical islamic terrorist nuff said,1,0,<user> she a radical islamic terrorist nuff said
1178857982722920449,<user> eldar is queer race imperium of man is patriarchy welcome to the new faggotry lmao,2,0,<user> eldar is queer race imperium of man is patriarchy welcome to the new faggotry lmao
1076982515276152832,hey liberals i am an immigrant and i hate niggers triggered yet snowflakes 😂 😂 😂 😂,2,2,hey liberals i am an immigrant and i hate niggers triggered yet snowflakes
1178775497163055106,<user> this is a win for the dykes,0,0,<user> this is a win for the dykes
1178998885555085312,<user> bitch i hate you,1,0,<user> bitch i hate you
1179105664993509376,yall be getting raped molested out there huh 👀 well i suggested weapons self defense u knw 😊,0,0,yall be getting raped molested out there huh well i suggested weapons self defense u knw
1174368692483833857,i been saving this bitch an ass whooping since i was pregnant pero ya anda preñada 🤦 🏻 ‍ ♀ ️,1,0,i been saving this bitch an ass whooping since i was pregnant pero ya anda preada
1179079460236255235,<user> <user> <user> <user> <user> <user> <user> <user> <user> the hardest thing for any refugee parents is this question from their children why do not we have a homeland this is the most painful question for iraqi refugees whose children grew up in the host countries they ask for stability will you help them stand with iraqi refugees,0,0,<user> the hardest thing for any refugee parents is this question from their children why do not we have a homeland this is the most painful question for iraqi refugees whose children grew up in the host countries they ask for stability will you help them stand with iraqi refugees
1272627280767041538,<user> so did the nazis,0,0,<user> so did the nazis
1179085971100295168,people are still retarded i see,0,0,people are still retarded i see
1097145209870266370,<user> i fucking hate her so much and i love her so much,0,0,<user> i fucking hate her so much and i love her so much
1263617714444173313,<user> you can not grab a person firearm and start punching them and trying to take it you utter fucking retard,1,0,<user> you can not grab a person firearm and start punching them and trying to take it you utter fucking retard
1179080132813840384,yes she needs to be taken off the streets even on her fb page she talked a lot of disparaging about other nationalities the bitch is a white supremacist low key,0,0,yes she needs to be taken off the streets even on her fb page she talked a lot of disparaging about other nationalities the bitch is a white supremacist low key
1178988938146521089,<user> looks more like white trailer trash,1,0,<user> looks more like white trailer trash
1179092454492049408,for the queer readers you deserve every adventure nina varela baby i already love u so much,0,0,for the queer readers you deserve every adventure nina varela baby i already love u so much
1179086075366526976,this is a fucking wild night this is why i hate having adrenaline rushes haldhladslas,0,0,this is a fucking wild night this is why i hate having adrenaline rushes haldhladslas
1240771386689323014,<user> surely we are allowed to use violence against them this time if they get in our way,0,0,<user> surely we are allowed to use violence against them this time if they get in our way
1162817415685857280,i do not blame orlando pie rats for loosing like this they are drunk from that black label 😂 😂 😂 mtn 8 ss diski wafa wafa,0,0,i do not blame orlando pie rats for loosing like this they are drunk from that black label mtn 8 ss diski wafa
1179080143211503616,<user> girl she murdered that man and did not care cuz she a white supremacist along with all her cop friends they really tried it like that bitch murdered him in his home aint no stand your ground 😤,0,0,<user> girl she murdered that man and did not care cuz she a white supremacist along with all her cop friends they really tried it like that bitch murdered him in his home aint no stand your ground
1105799996794961921,it ’ funny how these same people complain about immigrants taking over schools and jobs,0,0,it funny how these same people complain about immigrants taking over schools and jobs
1075799268546502656,<user> you must be retarded,1,0,<user> you must be retarded
1251975373497053185,if the jews had more swag,1,0,if the jews had more swag
1123306824571158529,fell outta love and found a boss bitch,0,0,fell outta love and found a boss bitch
1124070783481937920,i am convinced that lost socks sneak out of the house to go and search for that one shoe sitting in the middle of the road,0,0,i am convinced that lost socks sneak out of the house to go and search for that one shoe sitting in the middle of the road
1178170242872283137,<number> years ago i do not believe the best of europeans anticipated the slave trade on the atlantic nor did they forsee the current pillaging of their hard work by the faggots now in some kind of power,2,0,<number> years ago i do not believe the best of europeans anticipated the slave trade on the atlantic nor did they forsee the current pillaging of their hard work by the faggots now in some kind of power
1179058772829884422,i want a taser so i can just tase this hoe,1,0,i want a taser so i can just tase this hoe
1097689747953192965,sud we selebrate shivaji birthday today especially when muslim brothers are leaving under fear,0,0,sud we selebrate shivaji birthday today especially when muslim brothers are leaving under fear
1178806201787863041,bitch fuck yo nigga hoe fuck his feelings,1,0,bitch fuck yo nigga hoe fuck his feelings
1256043493467648000,bad asf ghetto bitch lmao,1,2,bad asf ghetto bitch lmao
1179085372787216388,<user> <user> <user> <user> <user> the text specifically says he took her and ענה the girl sexually abused or raped apologists redefine the term it also used for the hebrew man who sees a beautiful gentil capitve he can marry her but cannot sell her because he raped her ענתה,0,0,<user> the text specifically says he took her and the girl sexually abused or raped apologists redefine the term it also used for the hebrew man who sees a beautiful gentil capitve he can marry her but cannot sell her because he raped her
1178757037569785856,prolly heard i was broke from a broke nigga prolly heard i was a hoe from a hoe,1,0,prolly heard i was broke from a broke nigga prolly heard i was a hoe from a hoe
1179059868784844800,guilty white hoe ass retarded bad female cops,1,0,guilty white hoe ass retarded bad female cops
1103783031482081286,oomf just said i shouldn ’ t joke about being homophobic first of all it ’ not a joke fuck gays 😂 😴,1,0,oomf just said i shouldn t joke about being homophobic first of all it not a joke fuck gays
1125356337666433029,<user> <user> yes they include unvaccinated illegal aliens,0,0,<user> yes they include unvaccinated illegal aliens
1081817495005290496,does twitter just randomly go “ and now no more media for tonight go to bed you bitch ” or like,1,0,does twitter just randomly go and now no more media for tonight go to bed you bitch or like
1179068401899040768,mera bachcha app 👍 👍 👍 <user> <user> <user> three pakistani children raped and murdered protests in punjab <number> sep <number> · the incident happened in kasur district located some 5 2 km south of lahore in punjab province of pakistan,0,0,mera bachcha app <user> three pakistani children raped and murdered protests in punjab <number> sep <number> the incident happened in kasur district located some 5 2 km south of lahore in punjab province of pakistan
1182358602553679872,<user> yeah you ’ re a retard,1,0,<user> yeah you re a retard
1178414031599742976,how maney of you ladies are attracted to older women,0,0,how maney of you ladies are attracted to older women
1179052028385021953,why do i get cold so easily 🙄 my body shaking like it an earthquake up in this bitch,0,0,why do i get cold so easily my body shaking like it an earthquake up in this bitch
1170951699554557954,i pray to god my baby don ’ t come out acting like this retarded ass nigga 🙌 🏽 lord cause he really got issues,1,2,i pray to god my baby don t come out acting like this retarded ass nigga lord cause he really got issues
1178748854583414787,<user> <user> fool we do not do this stuff on an everyday she was out of line for during that to them white kids just do not act like it a everyday thing with us,0,0,<user> fool we do not do this stuff on an everyday she was out of line for during that to them white kids just do not act like it a everyday thing with us
1191534008183775232,dapping up your skinny homies is annoying man you gotta be ready for a powerful embrace stop stumbling bro you scaring the women,0,0,dapping up your skinny homies is annoying man you gotta be ready for a powerful embrace stop stumbling bro you scaring the women
1179021447664209921,i am on a quest to find the biggest faggot in america and beat the shit out of him,2,0,i am on a quest to find the biggest faggot in america and beat the shit out of him
1178847852384018432,<user> my window is closed mackinze i am worrying about myself but i guess so are you two arrogant white bitches dm me if there an issue or stop being childish and talking ya shit,1,0,<user> my window is closed mackinze i am worrying about myself but i guess so are you two arrogant white bitches dm me if there an issue or stop being childish and talking ya shit
1120393066739830785,<user> <user> it is no surprise as trudeau openly supports isis refugees and hamas,1,0,<user> it is no surprise as trudeau openly supports isis refugees and hamas
1144352457910366211,started playing life like chess you niggas is pawns i headed straight for the king and queen they call the shots,0,0,started playing life like chess you niggas is pawns i headed straight for the king and queen they call the shots
1165990985500958721,<user> still retarded and annoying lol,1,0,<user> still retarded and annoying lol
1162389655406424065,bitches be so stupid and ungrateful,1,0,bitches be so stupid and ungrateful
1143143974070132736,bts as muslims thread a thread,1,0,bts as muslims thread a thread
1181180628076843008,lofuckenl im not fucken with these niggers today ‼️ 😒,2,2,lofuckenl im not fucken with these niggers today
1217491425186607104,bitches be <number> pounds and be mad at the wait in mcdonald ’ bitch you worried bout the wrong wait 😭,1,0,bitches be <number> pounds and be mad at the wait in mcdonald bitch you worried bout the wrong wait
1231270633817985026,<user> where ’ the argentina stats you retarded cunt,1,0,<user> where the argentina stats you retarded cunt
1126646488761806848,niggas been debating quilly and meek since <number> lol,0,0,niggas been debating quilly and meek since <number> lol
1093360743909654528,<user> no one spouts hate against immigrants idiot,1,0,<user> no one spouts hate against immigrants idiot
1178832507606683648,<user> <user> i assume leaders of shithole countries excluded 😂,0,0,<user> i assume leaders of shithole countries excluded
1144372754134818816,<user> pass the funding you ’ re hurting the poor illegal aliens,1,0,<user> pass the funding you re hurting the poor illegal aliens
1178508306882744321,i fucking hate saturday because i work <number> hr emotionally draining shifts helping annoying ass white ppl i hate sundays because my brain melts listening to football coverage being blasted at full volume from <time> to <time>,1,0,i fucking hate saturday because i work <number> hr emotionally draining shifts helping annoying ass white ppl i hate sundays because my brain melts listening to football coverage being blasted at full volume from <time> to <time>
1178387062795505664,<user> to hell with your man white devil,2,0,<user> to hell with your man white devil
1179079464103354368,<user> trump bullying ukraine has as much subtlety as harvey weinstein friendly conversations with the women he raped,0,0,<user> trump bullying ukraine has as much subtlety as harvey weinstein friendly conversations with the women he raped
1107157613320400898,<user> asshole muslims kills hindus in kashmir this is the reason why you dont deserve sympathy,2,0,<user> asshole muslims kills hindus in kashmir this is the reason why you dont deserve sympathy
1178015030576418816,<user> soon we will be hearing about a caravan of immigrants planning to storm the border,0,0,<user> soon we will be hearing about a caravan of immigrants planning to storm the border
1178951617984548864,my guy wey talk say wizkid ghetto love was trash is posting <number> seconds on his status i am just waiting for his joro comments because you can not please these hypocrites,0,0,my guy wey talk say wizkid ghetto love was trash is posting <number> seconds on his status i am just waiting for his joro comments because you can not please these hypocrites
1178061567276896256,<user> <user> sikhs get called towel head by racists all the time to have someone from a sikh family do the same is ridiculous,0,0,<user> sikhs get called towel head by racists all the time to have someone from a sikh family do the same is ridiculous
1178651156849012739,<user> how it takes resources to help refugees settle in the country but the same resources that could be used for them is being used to accommodate illegal immigrants,0,0,<user> how it takes resources to help refugees settle in the country but the same resources that could be used for them is being used to accommodate illegal immigrants
1122838748612501504,you are your own sacred space shield that shit from bug bitches,1,0,you are your own sacred space shield that shit from bug bitches
1179076644230840320,sick of people saying asians are not poc bc of how east asians are pale lightskinned even tho that argument is invalid bc they are still considered poc since they are asian aka not white you all eliminate south southeast asians and forget that they are um very much tan dark,0,0,sick of people saying asians are not poc bc of how east asians are pale lightskinned even tho that argument is invalid bc they are still considered poc since they are asian aka not white you all eliminate south southeast asians and forget that they are um very much tan dark
1091137985091944448,unpopular opinion bitches be on niggas more than niggas be on bitches,0,0,unpopular opinion bitches be on niggas more than niggas be on bitches
1251645459548028930,fuck a blunt nigga need a backwood 🤦 🏽 ‍ ♂ ️,1,2,fuck a blunt nigga need a backwood
1242202202216828928,be aware of false statements qadiyani are not muslims bewareoffalsemessiah,0,0,be aware of false statements qadiyani are not muslims bewareoffalsemessiah
1178321642650587137,<user> people like you are supposed to be in the streets protesting and fighting for your rights coward wignats dindu nuffin ever except cry,2,2,<user> people like you are supposed to be in the streets protesting and fighting for your rights coward wignats dindu nuffin ever except cry
1078682709948620800,women love tellin she ’ half amp half i ’ ll tell you who is tho 😂 😭 😂 😭 😂,1,0,women love tellin she half amp half i ll tell you who is tho
1179078375454826496,<user> you incite violence you are proud of it mass shooters white van driving maga bombers racists rapists and dirty cops you should be charged with obstruction threats and witness tampering you goon,0,0,<user> you incite violence you are proud of it mass shooters white van driving maga bombers racists rapists and dirty cops you should be charged with obstruction threats and witness tampering you goon
1178187065370009600,this one bitch even used faggot and the n word even though i told her every time she can not say that shit she said it okay cause her brother is adopted and he black 😐 after that i was like yeah it over,0,0,this one bitch even used faggot and the n word even though i told her every time she can not say that shit she said it okay cause her brother is adopted and he black after that i was like yeah it over
1187192156194328577,to cold to be sleeping alone ghetto,0,0,to cold to be sleeping alone ghetto
1197226143549546496,<number> i ’ m coming for u hoe,1,0,<number> i m coming for u hoe
1179101694166044672,<user> sickest men always quick to shower cursed women with gifts and affection but look at a mother with her kids in disgust broke bitches and all their damn kids this started when the dick cults destroyed mother temples and fashioned whores to worship same shit same retard genes,1,0,<user> sickest men always quick to shower cursed women with gifts and affection but look at a mother with her kids in disgust broke bitches and all their damn kids this started when the dick cults destroyed mother temples and fashioned whores to worship same shit same retard genes
1179102418346418177,<user> it is if you are a fucking retard,1,0,<user> it is if you are a fucking retard
1179087159002836992,<user> <user> <user> <user> do not you dare call yourself conservative and queer we see you,0,0,<user> do not you dare call yourself conservative and queer we see you
1179061829655547906,<user> also people identifying white men who have been radicalized to view women as disposable sex objects and are linked to multiple mass murders is not the same as the fucking holocaust my god incels are so fucking ridiculous,1,0,<user> also people identifying white men who have been radicalized to view women as disposable sex objects and are linked to multiple mass murders is not the same as the fucking holocaust my god incels are so fucking ridiculous
1179000566309150720,my iq is that barack obama birth certificate is unattractive both inside and i will make mexico pay for women,0,0,my iq is that barack obama birth certificate is unattractive both inside and i will make mexico pay for women
1179069373472018432,first thing white ppl tend to say to me after they did some usual self entitled bs is i hope you do not mind but i went ahead and yes sophie i do fucking mind do not try and save grace with your fake smile now i hate you lol,0,0,first thing white ppl tend to say to me after they did some usual self entitled bs is i hope you do not mind but i went ahead and yes sophie i do fucking mind do not try and save grace with your fake smile now i hate you lol
1178822884950708224,a nigga that works hard to get his bag needs a girl that has a vision not a girl that likes to smoke and party,0,0,a nigga that works hard to get his bag needs a girl that has a vision not a girl that likes to smoke and party
1178505764387852289,queer eye is my shit a bitch is addicted,0,0,queer eye is my shit a bitch is addicted
1178398776916086784,musacchio suspended for being a retard blame giampaolo,0,0,musacchio suspended for being a retard blame giampaolo
1179053487134408706,<user> 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 they say we sensitive right 🤔 but you bitches crying about being eye candy 😄 let us know when you get full blown raped crybaby,1,0,<user> they say we sensitive right but you bitches crying about being eye candy let us know when you get full blown raped crybaby
1208594187949690881,<user> <user> y ’ all both retarded cause no one ’ arguing anything,1,0,<user> y all both retarded cause no one arguing anything
1178626145291358208,i am not surprised that boris johnson made it to the list but surprised that our <number> inch guy somehow has no sexual harassment complaint against him or have i been sleeping go back modi me too,0,0,i am not surprised that boris johnson made it to the list but surprised that our <number> inch guy somehow has no sexual harassment complaint against him or have i been sleeping go back modi me too
1178782818715000833,<user> <user> i gotta go right there just something about white ass cheeks that drives me crazy,0,0,<user> i gotta go right there just something about white ass cheeks that drives me crazy
1183022464386904064,i can not believe this white man called me discriminatory because i would not let him and his entitled family board first lol i can not,0,0,i can not believe this white man called me discriminatory because i would not let him and his entitled family board first lol i can not
1242383974955208707,<user> anybody who finds why they are doing here to be a bad thing has a retarded brain,1,0,<user> anybody who finds why they are doing here to be a bad thing has a retarded brain
1178503399962300416,i hate fucking niggers,2,2,i hate fucking niggers
1106543525254946817,it a heartbroken news my heart and prayers will be always with all the victims and all muslim family around the world,0,0,it a heartbroken news my heart and prayers will be always with all the victims and all muslim family around the world
1087611556865536000,i am watching the hulu fyre doc and i am jarule is a true nigger coon,2,2,i am watching the hulu fyre doc and i am jarule is a true nigger coon
1178412537496383488,dont buy a mouse on media markt fucking niggers giving me fake logitech mouse turns off the middle of the ranked,2,2,dont buy a mouse on media markt fucking niggers giving me fake logitech mouse turns off the middle of the ranked
1082480874527092737,nia can not do shit she can not even fall right what a dumb hoe,1,0,nia can not do shit she can not even fall right what a dumb hoe
1179049801465204741,i wish you were gay,0,0,i wish you were gay
1189739260577869824,<user> why are people not freaking out over this hot lesbian energy i just don ’ t get it i need a sandy fan club,1,0,<user> why are people not freaking out over this hot lesbian energy i just don t get it i need a sandy fan club
1178759495809425408,go on vacation for a week come back and we all just fucking hate queer eye and kale,0,0,go on vacation for a week come back and we all just fucking hate queer eye and kale
1179102626207686657,<user> <user> <user> it was way better than sonoma if you remember your redneck jesus won the glenn also,0,0,<user> it was way better than sonoma if you remember your redneck jesus won the glenn also
1178981720839749634,alex is my friend not a stupid nigger other alex is,2,2,alex is my friend not a stupid nigger other alex is
1179058473801265153,<user> your parents not arrest for what happened to you is how to rape the church room <number> jesus goes to jail to them given a bible maybe proverbs <time> confidence in an unfaithful man in time of trouble nkjv ever find out what stops another joyce raped yrs 🙃,0,0,<user> your parents not arrest for what happened to you is how to rape the church room <number> jesus goes to jail to them given a bible maybe proverbs <time> confidence in an unfaithful man in time of trouble nkjv ever find out what stops another joyce raped yrs
1179038917590339584,nigga you ain t neva hit no foreign wit no white bitch,1,0,nigga you ain t neva hit no foreign wit no white bitch
1178748502849052672,you know those women you see around that have that trailer trash made up look with the bad eye makeup messy bun padded bra and super skinny meth body yeah they are probably meth addicts — author unknown,1,0,you know those women you see around that have that trailer trash made up look with the bad eye makeup messy bun padded bra and super skinny meth body yeah they are probably meth addicts author unknown
1174145333212930049,you niggers need to sack up and tweet nigger,2,2,you niggers need to sack up and tweet nigger
1178557652101677056,<user> looks like in front of prince station the wall just been cleaned here was full of white flowers from citizens to memories the death on 3 1 th august on the ground the yellow papers are fake money given to the dead the two big boards written who kills should die do more study rt,0,0,<user> looks like in front of prince station the wall just been cleaned here was full of white flowers from citizens to memories the death on 3 1 th august on the ground the yellow papers are fake money given to the dead the two big boards written who kills should die do more study
1179051623290753025,<user> <user> a no they will not from you means nothing here just last week a crazed white woman at a cvs ranted like savage while expressing her desire to kill all of us people like that will be emboldened people like you do not care,0,0,<user> a no they will not from you means nothing here just last week a crazed white woman at a cvs ranted like savage while expressing her desire to kill all of us people like that will be emboldened people like you do not care
1094503989540843520,to the fucking asshole that lit off a firework directly behind my house i absolutely fucking hate you you piece of shit,2,0,to the fucking asshole that lit off a firework directly behind my house i absolutely fucking hate you piece of shit
1178899405115707392,<user> i fucking hate you 😂 😂 😂,0,0,<user> i fucking hate you
1188148902119301121,half these hoes don ’ t care about they nigga they just hungry and growing out they old clothes,1,2,half these hoes don t care about they nigga they just hungry and growing out they old clothes
1170025843013357568,how you know niggas ain t never live like that but you help em try to give off the image as if but you hoes real tho,1,0,how you know niggas ain t never live like that but you help em try to give off the image as if but you hoes real tho
1178728588390096897,<user> <user> yeah but as people who fall outside of society standard sexual norms maybe theres a reason a lot of queer trans ppl like to talk a bit more openly about their sexuality in certain spaces where they feel safe to do so,0,0,<user> yeah but as people who fall outside of society standard sexual norms maybe theres a reason a lot of queer trans ppl like to talk a bit more openly about their sexuality in certain spaces where they feel safe to do so
1084979035522899969,bitch you could love me you cross me tho ima show you tho bitch ass boy,1,0,bitch you could love me you cross me tho ima show you tho bitch ass boy
1179089592819032069,yeah they should have used kfc bombs to disperse all the nigger chimpouts recently brah <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> pepe makes a run on baltimore in his ju <number> n nigger buster,2,2,yeah they should have used kfc bombs to disperse all the nigger chimpouts recently brah <user> pepe makes a run on baltimore in his ju <number> n nigger buster
1106220354119315458,<user> and fuck whoever screams wrestling is fake so are the movies and series and they still cry,0,0,<user> and fuck whoever screams wrestling is fake so are the movies and series and they still cry
1178490316212654085,<user> actually white people are dating back to <number> shit probably even before that you all feel so entitled to everything when you all literally just bring disease and attitude with you everywhere you do white people have been annoying since the beginning of time,1,0,<user> actually white people are dating back to <number> shit probably even before that you all feel so entitled to everything when you all literally just bring disease and attitude with you everywhere you do white people have been annoying since the beginning of time
1179053487767859207,<user> <user> <user> <user> <user> <user> <user> <user> you are not making any sense and you do not have an actual point none of those people were potus none of them had a presidential cabinet employing white nationalists and nazis speak on the current administration and its racist ties or stfu,0,0,<user> you are not making any sense and you do not have an actual point none of those people were potus none of them had a presidential cabinet employing white nationalists and nazis speak on the current administration and its racist ties or stfu
1116911127525560326,<user> fuck that nigger he got shot by other niggers for nigger reasons and niggers refuse to believe that,2,2,<user> fuck that nigger he got shot by other niggers for nigger reasons and niggers refuse to believe that
1114406977051025408,<user> who gives a shit what the illegal mexican immigrants or libtard deluxe anderson thinks says or feels 🇮 🇱 🙏 🇮 🇱,1,0,<user> who gives a shit what the illegal mexican immigrants or libtard deluxe anderson thinks says or feels
1093981213830926336,<user> kinda surprised me that more legal immigrants aren ’ t more outspoken about illegal immigration,0,0,<user> kinda surprised me that more legal immigrants aren t more outspoken about illegal immigration
1192856927736389634,<user> <user> um akshually star trek were the space commies and star wars jedis are just space jews,1,0,<user> um akshually star trek were the space commies and star wars jedis are just space jews
1188322219149156352,a hoe w a kid lololol,1,0,a hoe w a kid lololol
1178806702700933121,<user> <user> check out the hook nose on flake,2,0,<user> check out the hook nose on flake
1178750868503457793,i dont hate you mskddjd im just want ur throne,0,0,i dont hate you mskddjd im just want ur throne
1179062413691252736,<user> justice must be there without seeing color caste age male female white black hindu muslim bjp congress aap aimim or any inquiry by independent agency will be better than todays agency,0,0,<user> justice must be there without seeing color caste age male female white black hindu muslim bjp congress aap aimim or any inquiry by independent agency will be better than todays agency
1178291985741795329,<user> <user> love this faggot slutty voice,1,0,<user> love this faggot slutty voice
1178276990559801344,edgy gg stans think being racist is ok i hate faggots,2,0,edgy gg stans think being racist is ok i hate faggots
